user_id;status_id;created_at;screen_name;text;source;display_text_width;reply_to_status_id;reply_to_user_id;reply_to_screen_name;is_quote;is_retweet;favorite_count;retweet_count;quote_count;reply_count;hashtags;symbols;urls_url;urls_t.co;urls_expanded_url;media_url;media_t.co;media_expanded_url;media_type;ext_media_url;ext_media_t.co;ext_media_expanded_url;ext_media_type;mentions_user_id;mentions_screen_name;lang;quoted_status_id;quoted_text;quoted_created_at;quoted_source;quoted_favorite_count;quoted_retweet_count;quoted_user_id;quoted_screen_name;quoted_name;quoted_followers_count;quoted_friends_count;quoted_statuses_count;quoted_location;quoted_description;quoted_verified;retweet_status_id;retweet_text;retweet_created_at;retweet_source;retweet_favorite_count;retweet_retweet_count;retweet_user_id;retweet_screen_name;retweet_name;retweet_followers_count;retweet_friends_count;retweet_statuses_count;retweet_location;retweet_description;retweet_verified;place_url;place_name;place_full_name;place_type;country;country_code;geo_coords;coords_coords;bbox_coords;status_url;name;location;description;url;protected;followers_count;friends_count;listed_count;statuses_count;favourites_count;account_created_at;verified;profile_url;profile_expanded_url;account_lang;profile_banner_url;profile_background_url;profile_image_url
1,47186E+18;1,59038E+18;2022-11-09T23:32:29Z;milkbearb;Haloo @GrabID, apakah akun saya kena soft banned? Karena udah jarang dapet voucher grabbike, grabfood, atau grabcar lagi. Selain itu saya juga ga bisa menggunakan kode promo.Tolong dibantu ya, agar bisa nyaman menggunakan grab kembali, terima kasih🙏;Twitter for Android;249;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/milkbearb/status/1590381826606235648;yakan╥﹏╥;;kepo;;FALSE;2;116;0;415;268;2021-12-17T15:16:17Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1471861771996520449/1652313509;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
39452037;1,58857E+18;2022-11-04T23:38:20Z;ekamiauw;Hal kecil yang harus disyukuri hari ini: dapet grabbike dengan motor nmax pulang-pergi. Alhamdulillah pantat w gak cidera kayak kemaren~;Twitter for Android;136;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/ekamiauw/status/1588571356027060224;#KurangiGula;behind those 2 AM thoughts;is typing but ended up deleting;https://t.co/uCWzEE99WZ;FALSE;1479;1036;15;92795;1890;2009-05-12T07:02:15Z;FALSE;https://t.co/uCWzEE99WZ;http://medium.com/@ekamiauw;;https://pbs.twimg.com/profile_banners/39452037/1471175722;http://abs.twimg.com/images/themes/theme9/bg.gif;http://pbs.twimg.com/profile_images/1585915568829640704/uN25_A7R_normal.jpg
174181478;1,58821E+18;2022-11-03T23:44:43Z;ocheeseu;@jenooooo___ @nctzenbase Jadi kalau kamu naik grabbike atau grabcar dari dan menuju ICE BSD bisa masukin kode promo di atas nanti dapat potongan.;Twitter for Android;120;1,58821E+18;1,32542E+18;jenooooo___;FALSE;FALSE;11;0;;;;;;;;;;;;;;;;1325418710241173505 2503485216;jenooooo___ nctzenbase;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/ocheeseu/status/1588210576412401664;O 🫠;event horizon;i'm cwying everyday because of kim dongyoung na jaemin lee donghyuck;;FALSE;949;886;0;118117;126632;2010-08-03T08:52:36Z;FALSE;;;;https://pbs.twimg.com/profile_banners/174181478/1664611172;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1575791391614980098/N-4X64Fh_normal.jpg
4811457367;1,58767E+18;2022-11-02T11:50:33Z;angkasapura172;@Askrlfess Siang sahabat, GoJek, GrabBike, GoCar serta GrabCar diperkenankan untuk mengantar pengguna jasa ke bandara, namun tidak diperkenankan untuk menjemput/menaikkan pengguna jasa dari dalam bandara. (1);Twitter Web App;197;1,58767E+18;1,19723E+18;Askrlfess;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;1,19723E+18;Askrlfess;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/angkasapura172/status/1587668462046183424;@angkasapura172;Kota Surabaya, Jawa Timur;Angkasa Pura Airports @AP_Airports' official Contact Center, ready to serve you 24/7. | Dial : 172 | e-mail: cc172@ap1.co.id | FB: AngkasaPura 172;https://t.co/62Ip1Vl6QR;FALSE;9763;141;16;35759;654;2016-01-25T08:20:02Z;FALSE;https://t.co/62Ip1Vl6QR;http://www.ap1.co.id;;https://pbs.twimg.com/profile_banners/4811457367/1530161176;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1218173138388676609/bigcGxh4_normal.jpg
1,50128E+18;1,58848E+18;2022-11-04T17:39:07Z;hooniayee;@FOODFESS2 Maaf oot .. please kalo ada yg bacaa, di lamongan ada goride atau grabbike ga ya?;Twitter for iPhone;81;1,58848E+18;9,39278E+17;FOODFESS2;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;9,39278E+17;FOODFESS2;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/hooniayee/status/1588480957971333120;Anya Racunin Shopee ✨✨;;RacunBarangLucu | Akunsambat;https://t.co/btQoO9DziF;FALSE;171;210;0;5427;6645;2022-03-08T19:28:39Z;FALSE;https://t.co/btQoO9DziF;https://mycollection.shop/niceitem;;;;http://pbs.twimg.com/profile_images/1528119593083932672/SJbR2LMr_normal.jpg
9,62345E+17;1,58761E+18;2022-11-02T08:07:50Z;momozzaaaa;@GrabID lagi males malesnya pesen grabbike. Kalo dapet jauh mulu. Nunggu bisa lebih 5 mnt;Twitter for iPhone;89;;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/momozzaaaa/status/1587612413930930176;..;;;;FALSE;0;54;0;558;976;2018-02-10T15:17:56Z;FALSE;;;;https://pbs.twimg.com/profile_banners/962344892369285121/1649592824;;http://pbs.twimg.com/profile_images/1587467086833815555/04h7FaIP_normal.jpg
231350144;1,58954E+18;2022-11-07T15:58:58Z;allecnaa;@nirbanadsd Jarang yan wkwkwkkwkw naek ancot 6rb tapi jalan kaki ke mall nya kalo naek grabbike 8.500 ampe depan mall 🤣🤣;Twitter for iPhone;108;1,5895E+18;69738167;nirbanadsd;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;69738167;nirbanadsd;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/allecnaa/status/1589542918054105088;ancella;;;;FALSE;512;248;3;44301;1774;2010-12-28T07:56:03Z;FALSE;;;;https://pbs.twimg.com/profile_banners/231350144/1525684002;http://abs.twimg.com/images/themes/theme18/bg.gif;http://pbs.twimg.com/profile_images/1603303229072474112/H8MMIQob_normal.jpg
1,29782E+18;1,58779E+18;2022-11-02T20:00:01Z;SyariahLinkAja;Sahabat Berkah, naik GrabBike lebih mudah bayar akai LinkAja Syariah, dapatkan potongan harga Berkah Rp6.000. Yuk sambungkan akun Grab-mu dengan LinkAja Syariah!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#MakinBerkah https://t.co/oGnr7By9lW""";Twitter Web App;175;;;;FALSE;FALSE;0;0;;;MakinBerkah;;;;;http://pbs.twimg.com/media/FgjlXavVIAEYoeL.jpg;https://t.co/oGnr7By9lW;https://twitter.com/SyariahLinkAja/status/1587791640516763648/photo/1;photo;http://pbs.twimg.com/media/FgjlXavVIAEYoeL.jpg;https://t.co/oGnr7By9lW;https://twitter.com/SyariahLinkAja/status/1587791640516763648/photo/1;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/SyariahLinkAja/status/1587791640516763648;LinkAja Syariah;;LinkAja Syariah adalah Aplikasi Dompet Elektronik pertama di Indonesia yang bersertifikasi BI & DSN-MUI #MakinBerkah;https://t.co/OgZKSEz68B;FALSE;1903;4;6;4841;14;2020-08-24T08:37:56Z;TRUE;https://t.co/OgZKSEz68B;https://linkaja.onelink.me/Mk5Y/sytw;;https://pbs.twimg.com/profile_banners/1297815347404263424/1634291480;;http://pbs.twimg.com/profile_images/1523916828938235904/LMgyR_UG_normal.jpg;;;;
1,18009E+18;1,58996E+18;2022-11-08T19:34:21Z;hyvnsvki;Gila gw masih nangis di grabbike;Twitter for Android;32;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/hyvnsvki/status/1589959509489090560;ia | sukki cotton candy hair;;oh to be real madrid for hyunsuk;;FALSE;121;347;0;1466;5165;2019-10-04T11:59:14Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1180089957488005121/1648341307;;http://pbs.twimg.com/profile_images/1550302856586342400/tejyNijb_normal.jpg
1,12727E+18;1,59038E+18;2022-11-09T23:24:29Z;capric0rnboys;@wolfie_rayen @lixieoven @bigmommanu @STAYUnionINA Kak sorry mau tanya. Ini grabnya grabcar atau grabbike juga bisa?;Twitter for Android;65;1,58996E+18;1024474334;wolfie_rayen;FALSE;FALSE;1;0;;;;;;;;;;;;;;;;1024474334 1662401557 1334908893273575424 1577109168040792066;wolfie_rayen lixieoven bigmommanu STAYUnionINA;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/capric0rnboys/status/1590379811348058112;데아;;she/her ✨ 데이식스, 더로즈, 백예린, 슈퍼밴드, 팬텀싱어: 고은성, 웨이션브이✨ check pinned tweet for GO, testi check likes! OPEN jasa apply fansign;;FALSE;1061;355;5;89158;685;2019-05-11T17:55:53Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1127271121059860481/1600863229;;http://pbs.twimg.com/profile_images/1311478573039931392/ee_zrsAO_normal.jpg
506957080;1,58848E+18;2022-11-04T17:22:56Z;ooNnanaaa;Surprisingly depan unhas tidak macet 🥹;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11km 25-30 menit Grabbike okelah""";Twitter for iPhone;71;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/ooNnanaaa/status/1588476882932359168;saya siapa;;;;FALSE;186;122;1;777;368;2012-02-28T06:04:53Z;FALSE;;;;https://pbs.twimg.com/profile_banners/506957080/1354930290;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1261328704778547200/yhUZJuLz_normal.jpg;;;;
1,16885E+18;1,58993E+18;2022-11-08T17:36:15Z;oktavianisobaa;Kejebak hujan bersama abang (re : grabbike) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Eak hahahah""";Twitter for iPhone;56;;;;FALSE;FALSE;1;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/oktavianisobaa/status/1589929789686960128;esmozterosss;;;;FALSE;14;45;0;700;508;2019-09-03T11:26:25Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1168847634099867648/1670237805;;http://pbs.twimg.com/profile_images/1598762181105180672/WaCJlqf-_normal.jpg;;;;
79973060;1,59049E+18;2022-11-10T06:29:45Z;jabarekspres;Kode Promo Grab GrabBike, GrabCar, GrabFood Hari Ini Kamis 10 November 2022 https://t.co/PbscikLUkU;Jetpack.com;99;;;;FALSE;FALSE;0;1;;;;;jabarekspres.com/berita/2022/11…;https://t.co/PbscikLUkU;https://jabarekspres.com/berita/2022/11/10/kode-promo-grab-grabbike-grabcar-grabfood-hari-ini-kamis-10-november-2022/;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/jabarekspres/status/1590486832533291008;Jabar Ekspres;Jawa Barat, Indonesia;Harian Umum Jabar Ekspres -  Lahir dari semangat mewujudkan ketersebaran informasi ke pelosok-pelosok Jawa Barat.;;;;;;;;;;;;;;;
"Instagram : @jabarekspres""";https://t.co/uHmkaBEx4u;FALSE;1867;885;28;84008;136;2009-10-05T09:09:28Z;FALSE;https://t.co/uHmkaBEx4u;https://linkin.bio/jabarekspres;;https://pbs.twimg.com/profile_banners/79973060/1621264872;http://abs.twimg.com/images/themes/theme15/bg.png;http://pbs.twimg.com/profile_images/1394312043583311872/L82HZAtk_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166880064;1,58992E+18;2022-11-08T17:00:01Z;danamon;Ngantor kapan aja naik GrabCar atau GrabBike bisa dapat potongan harga Rp5.000,- untuk minimum transaksi Rp10.000,-. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Promo berlaku setiap hari Senin – Jumat selama bulan November 2022. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Info: https://t.co/UT6INvI89T ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#Danamon #PromoDanamon https://t.co/5WSsl3XZE4""";Sprinklr;243;;;;FALSE;FALSE;1;1;;;Danamon PromoDanamon;;bdi.co.id/ngantorhappy;https://t.co/UT6INvI89T;http://bdi.co.id/ngantorhappy;http://pbs.twimg.com/media/FhCIa7-XkAAExJL.jpg;https://t.co/5WSsl3XZE4;https://twitter.com/danamon/status/1589920668220788736/photo/1;photo;http://pbs.twimg.com/media/FhCIa7-XkAAExJL.jpg;https://t.co/5WSsl3XZE4;https://twitter.com/danamon/status/1589920668220788736/photo/1;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/danamon/status/1589920668220788736;Danamon;Jakarta, Indonesia;Akun Resmi PT Bank Danamon Indonesia Tbk, berizin dan diawasi oleh OJK serta merupakan peserta penjaminan LPS.;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Layanan Nasabah Hello Danamon 24 Jam: 1500-090""";https://t.co/sCLI1V8nWo;FALSE;31178;1;67;28691;495;2010-07-15T06:12:21Z;TRUE;https://t.co/sCLI1V8nWo;https://www.danamon.co.id;;https://pbs.twimg.com/profile_banners/166880064/1629091192;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1173368850764595201/iT8zd4j5_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,35876E+17;1,58808E+18;2022-11-03T15:21:57Z;moonsong___;Benci banget 💀💀💀 pesen grabbike dicancel krn ujan, giliran pesen grabcar malah terang anjiNC emg 💀💀💀💀💀;Twitter for iPhone;102;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/moonsong___/status/1588084051197722624;ellllllllllllll 🦊;between sungjae & youngk;to you my stormy mind, here i give the place to spill out - not sure about the fangirl part, but i rant A LOT, noisy here • she/her 🌓;;FALSE;119;305;2;78079;2924;2017-02-26T15:36:12Z;FALSE;;;;https://pbs.twimg.com/profile_banners/835876122176823298/1583735769;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1602857174598057984/qwPNlHMh_normal.jpg
1,51357E+18;1,58723E+18;2022-11-01T07:06:35Z;aticanuii;@GrabID halo min kok gaada promo grabbike sama sekali siiihh;Twitter for iPhone;60;;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/aticanuii/status/1587234613042085888;flow~;;;;FALSE;14;60;0;219;1511;2022-04-11T17:20:35Z;FALSE;;;;;;http://pbs.twimg.com/profile_images/1579484122225201152/ugWxd6zA_normal.jpg
1,22207E+18;1,58877E+18;2022-11-05T12:46:27Z;kangdunaw;@jesky77 @GrabID Halo kak mau tanya, ini naik grabbike dari luar pas masuk cuma tetep bayar sendiri aja?;Twitter for iPhone;87;1,58592E+18;69217512;jesky77;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;69217512 2322081114;jesky77 GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/kangdunaw/status/1588769693133082624;kidrauhl;;;;FALSE;132;481;0;2447;1699;2020-01-28T08:15:17Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1222070580309966848/1580202360;;http://pbs.twimg.com/profile_images/1550196725759213568/5c1_RHO9_normal.jpg
1,38381E+18;1,58776E+18;2022-11-02T17:56:08Z;nacoffejaem;@youarekoo aku ada grabbike;Twitter for Android;16;1,58776E+18;1,20981E+18;youarekoo;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;1,20981E+18;youarekoo;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/nacoffejaem/status/1587760465278799872;𝑪𝒉𝒂✨;;sbt account 🛒;;;;;;;;;;;;;;;
"proof https://t.co/Rwp0WhyUxI""";;FALSE;852;1052;3;28627;9436;2021-04-18T15:53:10Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1383810491210899462/1644475441;;http://pbs.twimg.com/profile_images/1491663956016246785/48RjG3i2_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,5798E+18;1,58725E+18;2022-11-01T08:26:47Z;cil_logs;25 Kode Promo Grab, GrabMart, GrabBike, GrabCar dan GrabFood, Belanja Hemat Dapat Gratis Ongkir Sepuasnya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://t.co/3obuQE6r3S""";Twitter Web App;129;;;;FALSE;FALSE;0;0;;;;;portalyogya.com/ekonomi/pr-208…;https://t.co/3obuQE6r3S;https://www.portalyogya.com/ekonomi/pr-2085401531/25-kode-promo-grab-grabmart-grabbike-grabcar-dan-grabfood-belanja-hemat-dapat-gratis-ongkir-sepuasnya;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/cil_logs/status/1587254793642250240;Cil_logs;Di dunia ini tenang aja;Warning: Anger Issues!;https://t.co/rznQWkN9zz;FALSE;0;1;0;232;6;2022-10-11T11:49:40Z;FALSE;https://t.co/rznQWkN9zz;https://www.portalyogya.com/author/10221/Chellsa-Sevia-C;;https://pbs.twimg.com/profile_banners/1579801319061061632/1665489202;;http://pbs.twimg.com/profile_images/1579802261164736512/OfLXAmw-_normal.jpg;;;;
1,5798E+18;1,5887E+18;2022-11-05T07:53:13Z;cil_logs;25 Kode Promo Grab, GrabMart, GrabBike, GrabCar dan GrabFood 5 November 2022, Diskon 40 Persen Sepanjang Bulan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://t.co/UEqfh9EbY4""";Twitter Web App;134;;;;FALSE;FALSE;0;0;;;;;portalyogya.com/ekonomi/pr-208…;https://t.co/UEqfh9EbY4;https://www.portalyogya.com/ekonomi/pr-2085462911/25-kode-promo-grab-grabmart-grabbike-grabcar-dan-grabfood-5-november-2022-diskon-40-persen-sepanjang-bulan;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/cil_logs/status/1588695897088876544;Cil_logs;Di dunia ini tenang aja;Warning: Anger Issues!;https://t.co/rznQWkN9zz;FALSE;0;1;0;232;6;2022-10-11T11:49:40Z;FALSE;https://t.co/rznQWkN9zz;https://www.portalyogya.com/author/10221/Chellsa-Sevia-C;;https://pbs.twimg.com/profile_banners/1579801319061061632/1665489202;;http://pbs.twimg.com/profile_images/1579802261164736512/OfLXAmw-_normal.jpg;;;;
1,5798E+18;1,58943E+18;2022-11-07T08:21:58Z;cil_logs;25 Kode Promo Grab, GrabMart, GrabBike, GrabCar dan GrabFood 7 November 2022, Buat Tersayang Selalu Ada Diskon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://t.co/GYTCS7GFjP""";Twitter Web App;134;;;;FALSE;FALSE;0;0;;;;;portalyogya.com/ekonomi/pr-208…;https://t.co/GYTCS7GFjP;https://www.portalyogya.com/ekonomi/pr-2085483551/25-kode-promo-grab-grabmart-grabbike-grabcar-dan-grabfood-7-november-2022-buat-tersayang-selalu-ada-diskon;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/cil_logs/status/1589427911303790592;Cil_logs;Di dunia ini tenang aja;Warning: Anger Issues!;https://t.co/rznQWkN9zz;FALSE;0;1;0;232;6;2022-10-11T11:49:40Z;FALSE;https://t.co/rznQWkN9zz;https://www.portalyogya.com/author/10221/Chellsa-Sevia-C;;https://pbs.twimg.com/profile_banners/1579801319061061632/1665489202;;http://pbs.twimg.com/profile_images/1579802261164736512/OfLXAmw-_normal.jpg;;;;
374556377;1,58958E+18;2022-11-07T18:38:25Z;KEVVROST;ERIC IM CRYING DI ATAS GRABBIKE YOU DONT WANNA SEE ME NANGIS SESENGGUKAN KAYAK GINI;Twitter for Android;83;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/KEVVROST/status/1589583046499786752;🧡;더빛나;#케빈 ;;;;;;;;;;;;;;;
1,51953E+18;1,58738E+18;2022-11-01T16:33:48Z;DarkTyrannis;Gw dah siap siap memencet pesen grabbike;Twitter for iPhone;40;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;;;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/DarkTyrannis/status/1587377358507429888;arkaC;;Liverfool & Laperpol;;FALSE;2;16;0;14;30;2022-04-28T04:29:46Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1519534267986251776/1652222434;;http://pbs.twimg.com/profile_images/1583023371960209408/X43KkQpS_normal.jpg
2322081114;1,59031E+18;2022-11-09T19:04:30Z;GrabID;@rantsbt Halo Kak, Untuk biaya GrabBike/GrabCar kalo masuk Ancol dikenakan biaya armadanya, nanti bisa tunjukan ke petugas di sana kalo Kakak order GrabBike/GrabCar 😊️ Have a nice day Kak 🤗️ -Ani;Zendesk;186;1,59031E+18;1,16223E+18;rantsbt;FALSE;FALSE;1;0;;;;;;;;;;;;;;;;1,16223E+18;rantsbt;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/GrabID/status/1590314382952919040;Grab Indonesia;Indonesia;Lagi termenung mikirin setahun ini udah ngapain aja. Tapi, kalau ke depannya gimana sih, aku #Percaya semua bisa di-Atur. | Cek @InsideGrab buat info lainnya 🕺;https://t.co/2XZUHKiqk6;FALSE;614755;8;246;485843;2116;2014-02-01T09:52:43Z;TRUE;https://t.co/2XZUHKiqk6;https://linktr.ee/grabid;;https://pbs.twimg.com/profile_banners/2322081114/1669793822;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1601117500103884800/amjmchrO_normal.jpg
291544906;1,58761E+18;2022-11-02T07:55:17Z;rezawibisonoo;@GrabID selamat pagi min, min mau tanya untuk pendaftaran mitra grabbike di bali masih dibuka min? Saya daftar via web tapi ada foto bersama verifikator itu maksudnya gimana ya min?;Twitter for Android;181;;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/rezawibisonoo/status/1587609253996437504;reza wibisono;On the street;hidup itu sederhana jangan dibuat susah;;FALSE;237;282;0;4116;8;2011-05-02T06:00:21Z;FALSE;;;;;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/378800000448086631/076c3736731f38a1d2e3a1648ca7daba_normal.jpeg
